DATE,DSWP1,DSWP2,DSWP3,DSWP4,DSWP5,DSWP7,DSWP10,DSWP30
2011/8/25,0.47,0.5,0.67,0.96,1.29,1.85,2.41,3.26
2011/8/26,0.47,0.5,0.66,0.94,1.26,1.82,2.36,3.2
2011/8/29,0.46,0.5,0.67,0.96,1.29,1.87,2.42,3.26
2011/8/30,0.46,0.5,0.65,0.93,1.25,1.81,2.36,3.2
2011/8/31,0.47,0.5,0.66,0.93,1.25,1.81,2.36,3.19
2011/9/1,0.47,0.5,0.64,0.92,1.25,1.82,2.39,3.24
2011/9/2,0.49,0.51,0.63,0.88,1.19,1.72,2.25,3.07
2011/9/6,0.51,0.52,0.65,0.89,1.18,1.68,2.17,2.94
2011/9/7,0.49,0.52,0.66,0.91,1.2,1.72,2.23,3.05
2011/9/8,0.48,0.5,0.64,0.9,1.19,1.7,2.22,3.06
2011/9/9,0.5,0.51,0.64,0.87,1.14,1.65,2.17,3.02
2011/9/12,0.52,0.54,0.66,0.89,1.16,1.64,2.14,2.95
2011/9/13,0.51,0.53,0.66,0.91,1.19,1.69,2.19,3.01
2011/9/14,0.52,0.52,0.64,0.89,1.18,1.69,2.2,3.04
2011/9/15,0.49,0.52,0.66,0.92,1.22,1.74,2.25,3.03
2011/9/16,0.48,0.51,0.66,0.92,1.23,1.76,2.26,3.04
2011/9/19,0.47,0.49,0.62,0.87,1.15,1.66,2.16,2.93
2011/9/20,0.46,0.48,0.62,0.87,1.16,1.67,2.16,2.95
2011/9/21,0.44,0.45,0.59,0.84,1.13,1.63,2.12,2.93
2011/9/22,0.5,0.51,0.64,0.86,1.11,1.56,1.97,2.63
2011/9/23,0.49,0.52,0.65,0.88,1.13,1.57,1.97,2.61
2011/9/26,0.48,0.51,0.65,0.9,1.17,1.61,2.04,2.71
2011/9/27,0.48,0.53,0.69,0.96,1.25,1.72,2.18,2.87
2011/9/28,0.5,0.54,0.71,0.98,1.27,1.75,2.2,2.87
2011/9/29,0.51,0.55,0.72,0.99,1.27,1.75,2.19,2.81
2011/9/30,0.53,0.57,0.74,0.98,1.25,1.69,2.11,2.71
2011/10/3,0.55,0.59,0.73,0.97,1.22,1.65,2.04,2.61
2011/10/4,0.58,0.63,0.77,0.99,1.24,1.65,2.03,2.57
2011/10/5,0.58,0.63,0.79,1.04,1.3,1.73,2.12,2.67
2011/10/6,0.56,0.63,0.81,1.06,1.33,1.77,2.17,2.71
2011/10/7,0.57,0.65,0.84,1.13,1.41,1.88,2.29,2.81
2011/10/11,0.58,0.69,0.89,1.18,1.48,1.94,2.35,2.86
2011/10/12,0.57,0.67,0.9,1.19,1.49,1.96,2.38,2.94
2011/10/13,0.57,0.65,0.83,1.1,1.38,1.86,2.3,2.86
2011/10/14,0.57,0.65,0.86,1.16,1.47,1.97,2.43,3
2011/10/17,0.57,0.65,0.84,1.13,1.42,1.92,2.38,2.95
2011/10/18,0.59,0.66,0.84,1.12,1.4,1.9,2.35,2.92
2011/10/19,0.56,0.63,0.81,1.09,1.39,1.9,2.37,2.95
2011/10/20,0.58,0.64,0.81,1.09,1.39,1.89,2.34,2.95
2011/10/21,0.58,0.64,0.83,1.13,1.43,1.94,2.41,3.04
2011/10/24,0.58,0.65,0.83,1.12,1.43,1.94,2.4,3.01
2011/10/25,0.58,0.63,0.8,1.08,1.37,1.88,2.35,2.98
2011/10/26,0.59,0.65,0.81,1.07,1.37,1.87,2.32,2.94
2011/10/27,0.56,0.63,0.81,1.11,1.43,1.97,2.46,3.1
2011/10/28,0.55,0.61,0.79,1.09,1.41,1.97,2.46,3.12
2011/10/31,0.52,0.56,0.73,1.01,1.32,1.86,2.36,3
2011/11/1,0.55,0.58,0.71,0.96,1.24,1.73,2.18,2.78
2011/11/2,0.54,0.58,0.71,0.96,1.25,1.75,2.22,2.86
2011/11/3,0.55,0.57,0.7,0.95,1.23,1.74,2.21,2.87
2011/11/4,0.56,0.59,0.71,0.94,1.22,1.73,2.21,2.88
2011/11/7,0.56,0.59,0.71,0.94,1.21,1.7,2.17,2.82
2011/11/8,0.58,0.6,0.72,0.96,1.24,1.73,2.19,2.83
2011/11/9,0.61,0.64,0.75,0.98,1.24,1.71,2.16,2.79
2011/11/10,0.62,0.66,0.78,1.02,1.29,1.76,2.21,2.84
2011/11/14,0.64,0.7,0.83,1.06,1.33,1.8,2.25,2.86
2011/11/15,0.67,0.71,0.83,1.05,1.32,1.77,2.2,2.8
2011/11/16,0.68,0.73,0.84,1.07,1.32,1.78,2.22,2.81
2011/11/17,0.75,0.79,0.89,1.1,1.35,1.79,2.22,2.78
2011/11/18,0.74,0.78,0.89,1.1,1.35,1.79,2.2,2.74
2011/11/21,0.76,0.79,0.9,1.09,1.33,1.75,2.14,2.66
2011/11/22,0.75,0.79,0.9,1.1,1.35,1.76,2.15,2.66
2011/11/23,0.77,0.8,0.9,1.1,1.34,1.75,2.13,2.6
2011/11/25,0.78,0.82,0.92,1.12,1.36,1.77,2.15,2.62
2011/11/28,0.76,0.8,0.92,1.14,1.39,1.82,2.21,2.7
2011/11/29,0.74,0.79,0.9,1.12,1.38,1.82,2.22,2.7
2011/11/30,0.62,0.66,0.8,1.05,1.33,1.8,2.23,2.75
2011/12/1,0.61,0.67,0.81,1.06,1.34,1.82,2.26,2.81
2011/12/2,0.64,0.71,0.86,1.11,1.39,1.85,2.28,2.8
2011/12/5,0.62,0.68,0.83,1.08,1.35,1.81,2.24,2.77
2011/12/6,0.64,0.69,0.82,1.06,1.32,1.78,2.2,2.75
2011/12/7,0.62,0.67,0.79,1.02,1.29,1.76,2.2,2.78
2011/12/8,0.62,0.65,0.77,0.98,1.23,1.69,2.13,2.72
2011/12/9,0.62,0.65,0.75,0.97,1.22,1.69,2.12,2.72
2011/12/12,0.64,0.66,0.77,0.98,1.24,1.71,2.16,2.77
2011/12/13,0.66,0.69,0.8,1.02,1.29,1.75,2.19,2.78
2011/12/14,0.7,0.72,0.82,1.02,1.26,1.68,2.08,2.66
2011/12/15,0.68,0.72,0.82,1.03,1.25,1.67,2.06,2.62
2011/12/16,0.68,0.7,0.79,1,1.23,1.64,2.04,2.61
2011/12/19,0.7,0.74,0.83,1.02,1.25,1.64,2.02,2.58
2011/12/20,0.69,0.74,0.85,1.05,1.27,1.68,2.06,2.61
2011/12/21,0.7,0.74,0.84,1.04,1.28,1.7,2.1,2.67
2011/12/22,0.7,0.75,0.86,1.07,1.29,1.7,2.09,2.67
2011/12/23,0.72,0.78,0.9,1.12,1.36,1.8,2.2,2.78
2011/12/27,0.72,0.77,0.89,1.11,1.35,1.77,2.17,2.76
2011/12/28,0.72,0.78,0.9,1.09,1.32,1.72,2.1,2.67
2011/12/29,0.71,0.77,0.88,1.08,1.3,1.71,2.09,2.65
2011/12/30,0.68,0.74,0.84,1.03,1.25,1.65,2.04,2.61
2012/1/3,0.68,0.73,0.84,1.04,1.27,1.7,2.1,2.69
2012/1/4,0.68,0.73,0.83,1.03,1.26,1.69,2.1,2.71
2012/1/5,0.68,0.73,0.83,1.02,1.24,1.68,2.1,2.72
2012/1/6,0.64,0.69,0.79,0.99,1.22,1.66,2.1,2.72
2012/1/9,0.62,0.66,0.76,0.95,1.19,1.63,2.08,2.7
2012/1/10,0.61,0.65,0.76,0.97,1.21,1.67,2.11,2.74
2012/1/11,0.58,0.61,0.72,0.93,1.17,1.63,2.07,2.71
2012/1/12,0.54,0.58,0.7,0.9,1.15,1.61,2.05,2.7
2012/1/13,0.56,0.59,0.69,0.88,1.12,1.57,2,2.64
2012/1/17,0.55,0.57,0.67,0.87,1.11,1.56,2,2.62
2012/1/18,0.56,0.59,0.68,0.88,1.12,1.56,2,2.64
2012/1/19,0.56,0.59,0.7,0.92,1.17,1.63,2.1,2.74
2012/1/20,0.56,0.59,0.71,0.93,1.19,1.67,2.13,2.8
2012/1/23,0.54,0.58,0.71,0.95,1.23,1.72,2.2,2.87
2012/1/24,0.55,0.59,0.72,0.95,1.23,1.71,2.19,2.86
2012/1/25,0.55,0.58,0.7,0.94,1.21,1.69,2.17,2.85
2012/1/26,0.51,0.53,0.61,0.81,1.06,1.55,2.05,2.8
2012/1/27,0.53,0.54,0.63,0.82,1.07,1.55,2.05,2.81
2012/1/30,0.52,0.55,0.63,0.8,1.04,1.5,1.97,2.7
2012/1/31,0.5,0.52,0.6,0.78,1,1.47,1.94,2.68
2012/2/1,0.48,0.5,0.58,0.76,0.99,1.45,1.93,2.67
2012/2/2,0.46,0.48,0.56,0.74,0.97,1.44,1.93,2.71
2012/2/3,0.47,0.51,0.6,0.8,1.03,1.53,2.04,2.83
2012/2/6,0.48,0.51,0.62,0.82,1.05,1.54,2.04,2.8
2012/2/7,0.49,0.53,0.64,0.84,1.09,1.58,2.08,2.85
2012/2/8,0.49,0.53,0.65,0.86,1.11,1.6,2.1,2.85
2012/2/9,0.48,0.52,0.65,0.87,1.13,1.62,2.13,2.89
2012/2/10,0.5,0.55,0.66,0.86,1.11,1.58,2.06,2.81
2012/2/13,0.5,0.55,0.66,0.86,1.1,1.57,2.04,2.79
2012/2/14,0.51,0.57,0.68,0.87,1.1,1.56,2.02,2.75
2012/2/15,0.51,0.56,0.67,0.86,1.08,1.54,2.01,2.74
2012/2/16,0.53,0.59,0.7,0.88,1.11,1.58,2.05,2.79
2012/2/17,0.54,0.6,0.73,0.94,1.17,1.63,2.11,2.83
2012/2/21,0.53,0.59,0.73,0.94,1.19,1.66,2.14,2.87
2012/2/22,0.52,0.59,0.72,0.93,1.17,1.64,2.11,2.84
2012/2/23,0.53,0.6,0.73,0.94,1.18,1.65,2.12,2.86
2012/2/24,0.54,0.61,0.73,0.93,1.16,1.62,2.09,2.81
2012/2/27,0.53,0.59,0.71,0.9,1.12,1.57,2.03,2.76
2012/2/28,0.51,0.57,0.69,0.88,1.1,1.54,2.01,2.73
2012/2/29,0.49,0.56,0.68,0.89,1.12,1.59,2.06,2.78
2012/3/1,0.48,0.56,0.69,0.91,1.16,1.64,2.12,2.84
2012/3/2,0.46,0.53,0.65,0.86,1.11,1.58,2.07,2.8
2012/3/5,0.48,0.54,0.67,0.88,1.11,1.59,2.07,2.81
2012/3/6,0.49,0.56,0.67,0.87,1.09,1.54,2.02,2.75
2012/3/7,0.49,0.55,0.67,0.87,1.1,1.57,2.05,2.79
2012/3/8,0.48,0.56,0.69,0.89,1.12,1.59,2.08,2.86
2012/3/9,0.49,0.57,0.71,0.92,1.16,1.64,2.13,2.9
2012/3/12,0.5,0.57,0.7,0.91,1.14,1.6,2.09,2.84
2012/3/13,0.51,0.6,0.74,0.96,1.2,1.67,2.15,2.9
2012/3/14,0.52,0.65,0.82,1.06,1.32,1.81,2.3,3.05
2012/3/15,0.51,0.63,0.8,1.06,1.33,1.83,2.34,3.09
2012/3/16,0.5,0.62,0.81,1.09,1.37,1.88,2.39,3.13
2012/3/19,0.5,0.63,0.83,1.1,1.39,1.89,2.38,3.11
2012/3/20,0.52,0.65,0.85,1.14,1.43,1.94,2.43,3.16
2012/3/21,0.52,0.64,0.85,1.12,1.41,1.91,2.4,3.11
2012/3/22,0.52,0.62,0.81,1.07,1.34,1.84,2.33,3.05
2012/3/23,0.51,0.61,0.8,1.06,1.33,1.82,2.3,3.01
2012/3/26,0.5,0.6,0.8,1.07,1.35,1.86,2.35,3.08
2012/3/27,0.48,0.57,0.74,0.99,1.26,1.76,2.26,3.01
2012/3/28,0.48,0.56,0.73,0.99,1.25,1.75,2.24,3
2012/3/29,0.5,0.58,0.75,0.99,1.25,1.74,2.24,2.98
2012/3/30,0.5,0.58,0.75,0.98,1.24,1.74,2.23,2.98
2012/4/2,0.5,0.58,0.75,0.99,1.25,1.75,2.26,3
2012/4/3,0.51,0.59,0.76,1,1.25,1.76,2.26,3.02
2012/4/4,0.53,0.62,0.79,1.04,1.31,1.82,2.34,3.09
2012/4/5,0.54,0.64,0.8,1.04,1.3,1.8,2.31,3.06
2012/4/6,0.54,0.61,0.74,0.95,1.19,1.66,2.15,2.91
2012/4/9,0.54,0.61,0.73,0.94,1.17,1.64,2.12,2.88
2012/4/10,0.53,0.59,0.72,0.92,1.16,1.62,2.1,2.85
2012/4/11,0.53,0.59,0.72,0.94,1.18,1.65,2.14,2.88
2012/4/12,0.5,0.56,0.7,0.92,1.17,1.65,2.15,2.91
2012/4/13,0.52,0.57,0.7,0.91,1.15,1.62,2.11,2.85
2012/4/16,0.52,0.57,0.69,0.89,1.13,1.58,2.07,2.81
2012/4/17,0.5,0.56,0.69,0.91,1.15,1.63,2.12,2.86
2012/4/18,0.51,0.57,0.69,0.9,1.14,1.6,2.09,2.85
2012/4/19,0.51,0.57,0.69,0.9,1.14,1.6,2.08,2.82
2012/4/20,0.51,0.57,0.7,0.91,1.15,1.61,2.1,2.86
2012/4/23,0.52,0.57,0.68,0.88,1.12,1.56,2.04,2.77
2012/4/24,0.52,0.58,0.7,0.91,1.14,1.61,2.09,2.83
2012/4/25,0.51,0.57,0.71,0.93,1.17,1.64,2.12,2.86
2012/4/26,0.51,0.56,0.68,0.88,1.12,1.59,2.08,2.83
2012/4/27,0.51,0.56,0.69,0.9,1.14,1.6,2.09,2.86
2012/4/30,0.5,0.55,0.66,0.87,1.1,1.55,2.04,2.81
2012/5/1,0.5,0.55,0.67,0.88,1.12,1.58,2.07,2.86
2012/5/2,0.5,0.55,0.66,0.87,1.1,1.56,2.05,2.82
2012/5/3,0.5,0.54,0.67,0.87,1.11,1.57,2.06,2.83
2012/5/4,0.5,0.54,0.66,0.86,1.08,1.54,2.02,2.82
2012/5/7,0.51,0.55,0.66,0.85,1.07,1.52,2,2.78
2012/5/8,0.52,0.56,0.67,0.84,1.07,1.5,1.98,2.75
2012/5/9,0.55,0.59,0.68,0.86,1.08,1.51,1.98,2.74
2012/5/10,0.53,0.58,0.68,0.88,1.1,1.55,2.02,2.8
2012/5/11,0.55,0.6,0.7,0.88,1.1,1.53,1.99,2.75
2012/5/14,0.59,0.64,0.73,0.89,1.09,1.5,1.94,2.65
2012/5/15,0.59,0.64,0.74,0.9,1.1,1.51,1.94,2.64
2012/5/16,0.59,0.65,0.75,0.91,1.12,1.52,1.94,2.64
2012/5/17,0.59,0.65,0.74,0.9,1.09,1.46,1.88,2.55
2012/5/18,0.59,0.66,0.75,0.91,1.09,1.46,1.87,2.53
2012/5/21,0.58,0.64,0.74,0.9,1.09,1.46,1.86,2.51
2012/5/22,0.57,0.63,0.74,0.9,1.11,1.5,1.92,2.59
2012/5/23,0.59,0.66,0.74,0.89,1.08,1.45,1.85,2.51
2012/5/24,0.57,0.64,0.73,0.91,1.11,1.5,1.91,2.58
2012/5/25,0.57,0.64,0.73,0.9,1.09,1.47,1.88,2.56
2012/5/29,0.57,0.63,0.73,0.89,1.09,1.46,1.87,2.56
2012/5/30,0.57,0.62,0.71,0.86,1.05,1.41,1.8,2.46
2012/5/31,0.57,0.61,0.68,0.81,0.99,1.33,1.72,2.35
2012/6/1,0.59,0.63,0.69,0.81,0.97,1.29,1.66,2.3
2012/6/4,0.58,0.62,0.69,0.83,1.01,1.35,1.72,2.31
2012/6/5,0.57,0.61,0.69,0.84,1.02,1.37,1.76,2.38
2012/6/6,0.54,0.59,0.67,0.83,1.02,1.39,1.79,2.41
2012/6/7,0.54,0.58,0.66,0.83,1.02,1.4,1.82,2.49
2012/6/8,0.54,0.58,0.66,0.82,1.01,1.38,1.79,2.46
2012/6/11,0.54,0.58,0.66,0.81,0.99,1.36,1.78,2.49
2012/6/12,0.54,0.58,0.67,0.82,1.01,1.39,1.81,2.51
2012/6/13,0.55,0.59,0.68,0.84,1.03,1.41,1.82,2.52
2012/6/14,0.54,0.6,0.67,0.82,1.01,1.38,1.79,2.47
2012/6/15,0.52,0.56,0.63,0.78,0.96,1.32,1.73,2.41
2012/6/18,0.51,0.54,0.62,0.77,0.96,1.33,1.75,2.41
2012/6/19,0.5,0.53,0.62,0.77,0.97,1.36,1.77,2.44
2012/6/20,0.48,0.53,0.62,0.78,0.98,1.38,1.81,2.51
2012/6/21,0.51,0.55,0.65,0.8,0.99,1.36,1.76,2.43
2012/6/22,0.49,0.54,0.64,0.81,1.01,1.39,1.8,2.47
2012/6/25,0.47,0.53,0.63,0.78,0.97,1.35,1.76,2.43
2012/6/26,0.49,0.55,0.64,0.8,0.98,1.36,1.77,2.44
2012/6/27,0.49,0.55,0.63,0.79,0.98,1.36,1.77,2.46
2012/6/28,0.51,0.56,0.63,0.77,0.95,1.31,1.72,2.42
2012/6/29,0.5,0.56,0.64,0.79,0.97,1.34,1.77,2.49
2012/7/2,0.51,0.55,0.62,0.75,0.93,1.29,1.72,2.44
2012/7/3,0.5,0.54,0.61,0.75,0.94,1.32,1.76,2.49
2012/7/5,0.48,0.53,0.6,0.73,0.91,1.3,1.73,2.46
2012/7/6,0.48,0.52,0.59,0.73,0.9,1.28,1.7,2.44
2012/7/9,0.49,0.52,0.59,0.72,0.89,1.26,1.68,2.4
2012/7/10,0.49,0.52,0.58,0.7,0.87,1.23,1.65,2.37
2012/7/11,0.46,0.5,0.57,0.69,0.85,1.21,1.63,2.35
2012/7/12,0.44,0.48,0.54,0.67,0.84,1.2,1.61,2.32
2012/7/13,0.45,0.49,0.57,0.7,0.87,1.23,1.64,2.35
2012/7/16,0.43,0.46,0.53,0.66,0.82,1.18,1.59,2.29
2012/7/17,0.43,0.47,0.54,0.67,0.84,1.2,1.62,2.33
2012/7/18,0.44,0.47,0.53,0.67,0.84,1.21,1.63,2.36
2012/7/19,0.42,0.44,0.51,0.65,0.82,1.2,1.63,2.35
2012/7/20,0.43,0.45,0.52,0.65,0.82,1.18,1.6,2.32
2012/7/23,0.43,0.45,0.51,0.63,0.79,1.14,1.55,2.28
2012/7/24,0.42,0.45,0.5,0.63,0.79,1.14,1.56,2.28
2012/7/25,0.42,0.44,0.5,0.62,0.78,1.13,1.54,2.25
2012/7/26,0.42,0.44,0.5,0.62,0.79,1.15,1.56,2.27
2012/7/27,0.43,0.46,0.53,0.67,0.85,1.22,1.64,2.37
2012/7/30,0.4,0.43,0.5,0.64,0.82,1.2,1.63,2.36
2012/7/31,0.4,0.42,0.47,0.6,0.78,1.16,1.59,2.33
2012/8/1,0.4,0.42,0.48,0.62,0.81,1.19,1.63,2.38
2012/8/2,0.41,0.43,0.5,0.64,0.82,1.2,1.63,2.37
2012/8/3,0.41,0.45,0.53,0.69,0.88,1.28,1.72,2.46
2012/8/6,0.41,0.44,0.52,0.66,0.86,1.25,1.68,2.42
2012/8/7,0.41,0.45,0.54,0.7,0.91,1.32,1.78,2.52
2012/8/8,0.42,0.47,0.56,0.71,0.91,1.31,1.76,2.5
2012/8/9,0.43,0.48,0.58,0.74,0.95,1.36,1.83,2.57
2012/8/10,0.42,0.46,0.55,0.71,0.91,1.31,1.77,2.52
2012/8/13,0.42,0.46,0.55,0.7,0.9,1.3,1.75,2.5
2012/8/14,0.43,0.47,0.56,0.72,0.93,1.35,1.81,2.57
2012/8/15,0.43,0.49,0.6,0.77,0.99,1.42,1.9,2.67
2012/8/16,0.44,0.49,0.6,0.78,1,1.44,1.93,2.7
2012/8/17,0.44,0.5,0.61,0.78,1,1.43,1.91,2.69
2012/8/20,0.44,0.5,0.6,0.78,0.99,1.43,1.91,2.69
2012/8/21,0.44,0.5,0.61,0.79,1.01,1.46,1.95,2.73
2012/8/22,0.43,0.48,0.58,0.74,0.95,1.39,1.87,2.63
2012/8/23,0.4,0.43,0.52,0.67,0.87,1.3,1.77,2.56
2012/8/24,0.41,0.44,0.53,0.68,0.88,1.3,1.76,2.54
2012/8/27,0.4,0.44,0.52,0.68,0.87,1.29,1.76,2.53
2012/8/28,0.4,0.44,0.51,0.66,0.85,1.26,1.72,2.51
2012/8/29,0.4,0.45,0.53,0.67,0.87,1.28,1.75,2.55
2012/8/30,0.4,0.43,0.5,0.65,0.84,1.26,1.72,2.52
2012/8/31,0.38,0.41,0.48,0.62,0.81,1.23,1.71,2.51
2012/9/4,0.37,0.39,0.45,0.58,0.77,1.18,1.66,2.46
2012/9/5,0.38,0.4,0.46,0.59,0.78,1.19,1.67,2.49
2012/9/6,0.39,0.42,0.5,0.65,0.85,1.29,1.78,2.58
2012/9/7,0.38,0.4,0.46,0.59,0.78,1.22,1.72,2.56
2012/9/10,0.38,0.4,0.47,0.61,0.8,1.26,1.77,2.63
2012/9/11,0.36,0.4,0.47,0.61,0.82,1.28,1.79,2.65
2012/9/12,0.36,0.39,0.47,0.63,0.84,1.32,1.84,2.69
2012/9/13,0.35,0.38,0.45,0.6,0.81,1.28,1.82,2.69
2012/9/14,0.35,0.37,0.46,0.63,0.85,1.35,1.92,2.85
2012/9/17,0.34,0.37,0.46,0.62,0.85,1.32,1.87,2.79
2012/9/18,0.36,0.39,0.46,0.62,0.84,1.3,1.83,2.74
2012/9/19,0.36,0.39,0.46,0.61,0.83,1.28,1.81,2.71
2012/9/20,0.36,0.39,0.46,0.61,0.81,1.25,1.77,2.67
2012/9/21,0.35,0.39,0.47,0.61,0.81,1.26,1.78,2.7
2012/9/24,0.36,0.4,0.46,0.6,0.79,1.23,1.74,2.65
2012/9/25,0.37,0.41,0.49,0.62,0.82,1.25,1.76,2.68
2012/9/26,0.39,0.43,0.49,0.61,0.79,1.19,1.68,2.57
2012/9/27,0.38,0.42,0.48,0.6,0.79,1.19,1.69,2.58
2012/9/28,0.34,0.37,0.44,0.56,0.75,1.17,1.67,2.55
2012/10/1,0.34,0.38,0.44,0.58,0.77,1.2,1.71,2.62
2012/10/2,0.35,0.38,0.44,0.57,0.76,1.18,1.7,2.6
2012/10/3,0.34,0.37,0.44,0.56,0.74,1.17,1.69,2.61
2012/10/4,0.35,0.38,0.45,0.57,0.75,1.18,1.71,2.63
2012/10/5,0.35,0.39,0.47,0.61,0.8,1.25,1.79,2.74
2012/10/9,0.34,0.38,0.46,0.6,0.8,1.23,1.77,2.72
2012/10/10,0.34,0.39,0.47,0.61,0.81,1.26,1.79,2.73
2012/10/11,0.34,0.39,0.47,0.62,0.81,1.25,1.77,2.69
2012/10/12,0.33,0.37,0.46,0.6,0.79,1.21,1.71,2.6
2012/10/15,0.33,0.37,0.45,0.6,0.79,1.2,1.71,2.61
2012/10/16,0.31,0.36,0.45,0.61,0.81,1.24,1.76,2.66
2012/10/17,0.31,0.37,0.47,0.63,0.84,1.29,1.82,2.74
2012/10/18,0.32,0.4,0.51,0.67,0.88,1.32,1.83,2.72
2012/10/19,0.33,0.4,0.51,0.67,0.88,1.31,1.82,2.74
2012/10/22,0.33,0.4,0.52,0.69,0.89,1.33,1.83,2.71
2012/10/23,0.33,0.4,0.51,0.67,0.87,1.3,1.8,2.66
2012/10/24,0.32,0.39,0.5,0.67,0.88,1.32,1.83,2.69
2012/10/25,0.33,0.41,0.53,0.7,0.92,1.36,1.86,2.72
2012/10/26,0.33,0.4,0.5,0.66,0.87,1.29,1.8,2.67
2012/10/29,0.33,0.39,0.49,0.65,0.84,1.26,1.75,2.62
2012/10/31,0.33,0.39,0.49,0.64,0.83,1.25,1.74,2.62
2012/11/1,0.33,0.38,0.47,0.63,0.83,1.26,1.77,2.64
2012/11/2,0.33,0.38,0.48,0.64,0.84,1.27,1.78,2.66
2012/11/5,0.32,0.37,0.46,0.6,0.79,1.2,1.71,2.59
2012/11/6,0.32,0.38,0.47,0.62,0.81,1.23,1.74,2.62
2012/11/7,0.32,0.37,0.44,0.58,0.77,1.18,1.68,2.55
2012/11/8,0.33,0.37,0.45,0.59,0.78,1.19,1.69,2.57
2012/11/9,0.33,0.38,0.46,0.59,0.78,1.18,1.67,2.51
2012/11/13,0.33,0.37,0.45,0.58,0.76,1.16,1.64,2.47
2012/11/14,0.32,0.37,0.44,0.58,0.76,1.15,1.63,2.47
2012/11/15,0.33,0.37,0.45,0.59,0.76,1.15,1.63,2.47
2012/11/16,0.34,0.38,0.45,0.59,0.76,1.14,1.63,2.47
2012/11/19,0.33,0.37,0.45,0.59,0.78,1.17,1.66,2.53
2012/11/20,0.33,0.38,0.46,0.61,0.79,1.19,1.68,2.54
2012/11/21,0.34,0.39,0.48,0.62,0.81,1.22,1.72,2.58
2012/11/23,0.34,0.4,0.48,0.63,0.81,1.23,1.73,2.59
2012/11/26,0.35,0.4,0.48,0.61,0.8,1.19,1.68,2.55
2012/11/27,0.34,0.4,0.48,0.61,0.79,1.19,1.68,2.56
2012/11/28,0.33,0.38,0.46,0.59,0.76,1.16,1.65,2.53
2012/11/29,0.33,0.38,0.45,0.59,0.77,1.18,1.68,2.58
2012/11/30,0.33,0.38,0.44,0.57,0.76,1.16,1.66,2.55
2012/12/3,0.33,0.37,0.45,0.58,0.76,1.18,1.68,2.59
2012/12/4,0.33,0.36,0.44,0.57,0.76,1.17,1.66,2.55
2012/12/5,0.32,0.36,0.43,0.56,0.73,1.13,1.64,2.53
2012/12/6,0.32,0.36,0.43,0.56,0.73,1.13,1.63,2.53
2012/12/7,0.32,0.35,0.43,0.56,0.74,1.15,1.66,2.58
2012/12/10,0.32,0.35,0.42,0.56,0.74,1.16,1.67,2.58
2012/12/11,0.31,0.35,0.43,0.57,0.76,1.18,1.7,2.63
2012/12/12,0.31,0.36,0.43,0.57,0.76,1.18,1.7,2.64
2012/12/13,0.31,0.36,0.46,0.61,0.81,1.25,1.77,2.7
2012/12/14,0.31,0.36,0.45,0.61,0.81,1.24,1.75,2.66
2012/12/17,0.31,0.36,0.47,0.63,0.83,1.26,1.77,2.67
2012/12/18,0.32,0.39,0.49,0.66,0.87,1.32,1.85,2.78
2012/12/19,0.33,0.39,0.5,0.66,0.87,1.31,1.83,2.75
2012/12/20,0.33,0.4,0.5,0.66,0.87,1.31,1.84,2.77
2012/12/21,0.34,0.4,0.5,0.66,0.87,1.3,1.81,2.74
2012/12/24,0.35,0.41,0.52,0.68,0.89,1.32,1.83,2.75
2012/12/26,0.35,0.41,0.51,0.67,0.88,1.3,1.81,2.75
2012/12/27,0.35,0.41,0.5,0.66,0.86,1.28,1.79,2.72
2012/12/28,0.34,0.4,0.49,0.64,0.85,1.27,1.78,2.72
2012/12/31,0.33,0.38,0.48,0.63,0.83,1.26,1.79,2.74
2013/1/2,0.33,0.39,0.5,0.66,0.88,1.34,1.88,2.87
2013/1/3,0.32,0.38,0.49,0.66,0.88,1.34,1.88,2.87
2013/1/4,0.32,0.4,0.52,0.71,0.94,1.41,1.97,2.93
2013/1/7,0.32,0.4,0.52,0.69,0.92,1.39,1.93,2.89
2013/1/8,0.32,0.39,0.5,0.68,0.9,1.36,1.9,2.86
2013/1/9,0.32,0.38,0.49,0.67,0.89,1.35,1.89,2.86
2013/1/10,0.31,0.38,0.5,0.68,0.91,1.38,1.92,2.88
2013/1/11,0.31,0.39,0.51,0.69,0.92,1.39,1.94,2.89
2013/1/14,0.31,0.38,0.5,0.67,0.89,1.34,1.88,2.83
2013/1/15,0.32,0.38,0.48,0.65,0.86,1.31,1.85,2.81
2013/1/16,0.32,0.37,0.48,0.64,0.86,1.31,1.85,2.81
2013/1/17,0.33,0.39,0.51,0.69,0.91,1.36,1.91,2.87
2013/1/18,0.33,0.4,0.51,0.69,0.9,1.36,1.9,2.85
2013/1/22,0.33,0.39,0.51,0.69,0.9,1.36,1.9,2.85
2013/1/23,0.32,0.38,0.49,0.66,0.87,1.33,1.87,2.81
2013/1/24,0.33,0.4,0.51,0.7,0.92,1.38,1.93,2.87
2013/1/25,0.34,0.42,0.54,0.73,0.96,1.43,1.98,2.93
2013/1/28,0.35,0.45,0.59,0.79,1.04,1.51,2.06,2.99
2013/1/29,0.35,0.43,0.57,0.77,1.01,1.48,2.03,2.96
2013/1/30,0.34,0.44,0.58,0.79,1.05,1.54,2.09,3.03
2013/1/31,0.34,0.43,0.57,0.78,1.03,1.52,2.07,3.02
