DATE,DSWP1,DSWP2,DSWP3,DSWP4,DSWP5,DSWP7,DSWP10,DSWP30
2013/2/1,0.34,0.42,0.55,0.75,0.99,1.48,2.04,3
2013/2/4,0.33,0.42,0.55,0.75,1,1.49,2.06,3
2013/2/5,0.34,0.43,0.57,0.78,1.03,1.54,2.1,3.05
2013/2/6,0.33,0.41,0.55,0.76,1,1.5,2.07,3.04
2013/2/7,0.33,0.4,0.53,0.73,0.97,1.46,2.02,2.98
2013/2/8,0.33,0.41,0.55,0.75,1,1.49,2.06,3.02
2013/2/11,0.33,0.41,0.55,0.75,0.99,1.48,2.04,2.99
2013/2/12,0.33,0.42,0.56,0.77,1.02,1.5,2.06,3
2013/2/13,0.33,0.43,0.57,0.79,1.04,1.54,2.1,3.04
2013/2/14,0.34,0.42,0.57,0.78,1.04,1.54,2.11,3.06
2013/2/15,0.33,0.42,0.57,0.78,1.04,1.54,2.11,3.06
2013/2/19,0.33,0.42,0.56,0.77,1.02,1.51,2.07,3.02
2013/2/20,0.33,0.42,0.57,0.78,1.04,1.54,2.1,3.07
2013/2/21,0.32,0.4,0.54,0.74,0.99,1.48,2.05,3.02
2013/2/22,0.32,0.4,0.53,0.73,0.98,1.47,2.03,3
2013/2/25,0.32,0.4,0.53,0.73,0.98,1.47,2.04,3.02
2013/2/26,0.33,0.39,0.51,0.69,0.92,1.4,1.95,2.91
2013/2/27,0.33,0.4,0.51,0.69,0.93,1.41,1.96,2.92
2013/2/28,0.33,0.39,0.5,0.69,0.93,1.42,1.97,2.94
2013/3/1,0.32,0.38,0.5,0.68,0.92,1.4,1.96,2.94
2013/3/4,0.31,0.37,0.49,0.68,0.91,1.39,1.95,2.92
2013/3/5,0.31,0.38,0.51,0.7,0.93,1.42,1.98,2.96
2013/3/6,0.31,0.38,0.51,0.71,0.94,1.44,2,2.98
2013/3/7,0.31,0.39,0.54,0.74,1,1.5,2.07,3.04
2013/3/8,0.31,0.4,0.56,0.78,1.04,1.56,2.13,3.1
2013/3/11,0.31,0.4,0.55,0.78,1.05,1.56,2.13,3.1
2013/3/12,0.31,0.39,0.54,0.76,1.02,1.53,2.11,3.08
2013/3/13,0.32,0.4,0.55,0.77,1.03,1.55,2.12,3.09
2013/3/14,0.32,0.4,0.56,0.78,1.04,1.56,2.14,3.1
2013/3/15,0.32,0.39,0.54,0.74,1,1.51,2.09,3.08
2013/3/18,0.32,0.39,0.52,0.72,0.97,1.47,2.04,3.03
2013/3/19,0.34,0.41,0.52,0.72,0.96,1.45,2.02,3.01
2013/3/20,0.34,0.41,0.53,0.73,0.97,1.47,2.05,3.03
2013/3/21,0.35,0.42,0.54,0.73,0.98,1.48,2.05,3.04
2013/3/22,0.36,0.42,0.55,0.74,0.99,1.49,2.05,3.02
2013/3/25,0.35,0.42,0.54,0.73,0.98,1.47,2.04,3.01
2013/3/26,0.35,0.43,0.55,0.75,1,1.5,2.07,3.04
2013/3/27,0.37,0.44,0.55,0.72,0.96,1.44,2.01,2.98
2013/3/28,0.35,0.42,0.53,0.71,0.95,1.44,2.01,2.98
2013/4/1,0.35,0.41,0.52,0.7,0.94,1.42,1.99,2.97
2013/4/2,0.34,0.41,0.52,0.71,0.95,1.45,2.01,2.99
2013/4/3,0.33,0.4,0.51,0.69,0.93,1.42,1.98,2.96
2013/4/4,0.33,0.39,0.5,0.67,0.9,1.38,1.94,2.91
2013/4/5,0.32,0.37,0.48,0.65,0.87,1.33,1.87,2.78
2013/4/8,0.32,0.38,0.48,0.66,0.87,1.35,1.89,2.82
2013/4/9,0.32,0.38,0.49,0.66,0.88,1.36,1.91,2.86
2013/4/10,0.32,0.38,0.49,0.67,0.9,1.39,1.95,2.92
2013/4/11,0.31,0.37,0.49,0.67,0.9,1.39,1.95,2.92
2013/4/12,0.32,0.37,0.48,0.65,0.87,1.35,1.91,2.88
2013/4/15,0.31,0.37,0.47,0.64,0.86,1.33,1.88,2.84
2013/4/16,0.32,0.37,0.48,0.65,0.87,1.34,1.88,2.82
2013/4/17,0.32,0.37,0.47,0.64,0.86,1.32,1.87,2.8
2013/4/18,0.31,0.37,0.47,0.64,0.86,1.32,1.86,2.79
2013/4/19,0.31,0.37,0.48,0.65,0.87,1.33,1.87,2.79
2013/4/22,0.31,0.36,0.47,0.64,0.86,1.32,1.86,2.79
2013/4/23,0.31,0.36,0.47,0.64,0.86,1.33,1.87,2.81
2013/4/24,0.31,0.36,0.47,0.64,0.87,1.33,1.88,2.83
2013/4/25,0.31,0.37,0.48,0.65,0.87,1.34,1.89,2.85
2013/4/26,0.31,0.36,0.47,0.63,0.85,1.3,1.85,2.81
2013/4/29,0.3,0.35,0.45,0.62,0.83,1.28,1.83,2.78
2013/4/30,0.3,0.35,0.45,0.61,0.82,1.28,1.83,2.8
2013/5/1,0.3,0.34,0.44,0.61,0.82,1.28,1.82,2.78
2013/5/2,0.29,0.34,0.44,0.61,0.82,1.28,1.82,2.78
2013/5/3,0.3,0.35,0.46,0.65,0.87,1.35,1.9,2.87
2013/5/6,0.3,0.36,0.48,0.66,0.9,1.37,1.93,2.89
2013/5/7,0.3,0.36,0.49,0.68,0.92,1.4,1.96,2.93
2013/5/8,0.3,0.36,0.48,0.67,0.9,1.38,1.94,2.92
2013/5/9,0.3,0.35,0.47,0.66,0.9,1.37,1.94,2.92
2013/5/10,0.31,0.37,0.51,0.72,0.97,1.47,2.04,3.03
2013/5/13,0.31,0.38,0.52,0.73,0.99,1.48,2.06,3.05
2013/5/14,0.31,0.38,0.51,0.72,0.97,1.47,2.05,3.05
2013/5/15,0.31,0.38,0.52,0.73,0.99,1.5,2.08,3.08
2013/5/16,0.31,0.37,0.5,0.7,0.95,1.43,2.01,3
2013/5/17,0.31,0.38,0.51,0.71,0.96,1.46,2.04,3.05
2013/5/20,0.31,0.39,0.53,0.74,0.99,1.5,2.08,3.08
2013/5/21,0.31,0.39,0.53,0.75,1.01,1.52,2.1,3.08
2013/5/22,0.31,0.38,0.53,0.75,1.01,1.53,2.11,3.1
2013/5/23,0.32,0.4,0.56,0.79,1.06,1.58,2.17,3.13
2013/5/24,0.32,0.4,0.56,0.79,1.06,1.57,2.14,3.09
2013/5/28,0.33,0.43,0.63,0.89,1.19,1.72,2.29,3.21
2013/5/29,0.34,0.46,0.66,0.93,1.22,1.74,2.3,3.21
2013/5/30,0.34,0.46,0.66,0.92,1.2,1.72,2.29,3.19
2013/5/31,0.34,0.47,0.68,0.95,1.24,1.76,2.33,3.24
2013/6/3,0.33,0.45,0.64,0.9,1.18,1.71,2.27,3.2
2013/6/4,0.33,0.47,0.67,0.95,1.24,1.77,2.33,3.24
2013/6/5,0.33,0.46,0.66,0.92,1.21,1.73,2.29,3.21
2013/6/6,0.34,0.46,0.67,0.93,1.22,1.73,2.28,3.17
2013/6/7,0.34,0.46,0.68,0.95,1.24,1.76,2.32,3.22
2013/6/10,0.35,0.5,0.73,1.03,1.33,1.85,2.41,3.29
2013/6/11,0.35,0.51,0.75,1.05,1.36,1.88,2.43,3.26
2013/6/12,0.34,0.49,0.73,1.02,1.32,1.84,2.39,3.24
2013/6/13,0.33,0.48,0.72,1.01,1.31,1.83,2.38,3.23
2013/6/14,0.32,0.43,0.64,0.91,1.2,1.73,2.29,3.18
2013/6/17,0.31,0.42,0.63,0.91,1.2,1.74,2.31,3.21
2013/6/18,0.32,0.44,0.66,0.96,1.27,1.81,2.38,3.25
2013/6/19,0.32,0.43,0.65,0.95,1.26,1.8,2.37,3.23
2013/6/20,0.34,0.5,0.8,1.16,1.51,2.06,2.6,3.38
2013/6/21,0.37,0.54,0.85,1.22,1.58,2.14,2.67,3.41
2013/6/24,0.42,0.62,0.96,1.36,1.74,2.33,2.86,3.54
2013/6/25,0.38,0.56,0.88,1.28,1.66,2.25,2.8,3.5
2013/6/26,0.37,0.54,0.85,1.23,1.61,2.19,2.74,3.49
2013/6/27,0.37,0.53,0.84,1.23,1.59,2.17,2.72,3.48
2013/6/28,0.36,0.52,0.83,1.22,1.59,2.16,2.71,3.47
2013/7/1,0.36,0.51,0.81,1.19,1.56,2.15,2.7,3.44
2013/7/2,0.36,0.51,0.81,1.19,1.56,2.15,2.69,3.42
2013/7/3,0.37,0.52,0.82,1.19,1.56,2.14,2.69,3.46
2013/7/5,0.37,0.57,0.92,1.35,1.75,2.37,2.92,3.64
2013/7/8,0.36,0.54,0.89,1.32,1.73,2.36,2.91,3.67
2013/7/9,0.36,0.53,0.86,1.27,1.67,2.29,2.85,3.63
2013/7/10,0.36,0.54,0.87,1.27,1.66,2.29,2.87,3.65
2013/7/11,0.35,0.51,0.81,1.2,1.59,2.21,2.8,3.62
2013/7/12,0.35,0.5,0.8,1.17,1.56,2.18,2.77,3.6
2013/7/15,0.35,0.52,0.82,1.2,1.57,2.19,2.77,3.59
2013/7/16,0.34,0.49,0.79,1.17,1.55,2.17,2.74,3.56
2013/7/17,0.33,0.48,0.75,1.11,1.49,2.1,2.69,3.55
2013/7/18,0.34,0.48,0.77,1.14,1.51,2.13,2.73,3.6
2013/7/19,0.34,0.48,0.76,1.12,1.49,2.11,2.7,3.56
2013/7/22,0.34,0.48,0.76,1.12,1.49,2.1,2.69,3.52
2013/7/23,0.34,0.49,0.76,1.13,1.5,2.12,2.71,3.55
2013/7/24,0.35,0.5,0.8,1.18,1.57,2.2,2.78,3.62
2013/7/25,0.35,0.51,0.82,1.21,1.6,2.23,2.82,3.65
2013/7/26,0.34,0.48,0.77,1.16,1.55,2.18,2.77,3.62
2013/7/29,0.34,0.48,0.77,1.16,1.55,2.18,2.77,3.62
2013/7/30,0.33,0.48,0.77,1.15,1.54,2.18,2.78,3.63
2013/7/31,0.34,0.5,0.81,1.23,1.64,2.29,2.88,3.72
2013/8/1,0.34,0.5,0.81,1.23,1.64,2.28,2.86,3.69
2013/8/2,0.33,0.48,0.77,1.16,1.55,2.19,2.79,3.66
2013/8/5,0.33,0.48,0.78,1.17,1.57,2.22,2.82,3.69
2013/8/6,0.33,0.49,0.78,1.17,1.57,2.22,2.83,3.71
2013/8/7,0.33,0.48,0.78,1.17,1.56,2.21,2.81,3.68
2013/8/8,0.33,0.48,0.78,1.15,1.54,2.17,2.76,3.62
2013/8/9,0.33,0.49,0.79,1.17,1.55,2.17,2.77,3.64
2013/8/12,0.33,0.47,0.77,1.14,1.51,2.14,2.73,3.6
2013/8/13,0.34,0.51,0.83,1.24,1.64,2.29,2.88,3.74
2013/8/14,0.34,0.51,0.83,1.24,1.63,2.28,2.87,3.71
2013/8/15,0.35,0.53,0.9,1.33,1.74,2.38,2.96,3.79
2013/8/16,0.35,0.53,0.9,1.32,1.72,2.36,2.95,3.78
2013/8/19,0.34,0.54,0.92,1.36,1.78,2.45,3.04,3.83
2013/8/20,0.34,0.53,0.9,1.33,1.75,2.41,3.01,3.83
2013/8/21,0.34,0.54,0.91,1.35,1.77,2.44,3.04,3.87
2013/8/22,0.35,0.57,0.97,1.42,1.85,2.5,3.08,3.88
2013/8/23,0.35,0.56,0.96,1.41,1.81,2.44,3.01,3.8
2013/8/26,0.34,0.55,0.93,1.37,1.77,2.41,2.97,3.77
2013/8/27,0.34,0.54,0.92,1.35,1.74,2.37,2.94,3.74
2013/8/28,0.34,0.56,0.94,1.37,1.77,2.39,2.95,3.74
2013/8/29,0.34,0.57,0.96,1.39,1.79,2.41,2.98,3.75
2013/8/30,0.34,0.56,0.94,1.37,1.76,2.38,2.94,3.71
2013/9/3,0.35,0.6,1.02,1.48,1.9,2.54,3.1,3.84
2013/9/4,0.35,0.59,0.99,1.43,1.84,2.47,3.03,3.78
2013/9/5,0.36,0.66,1.1,1.57,1.98,2.61,3.16,3.89
2013/9/6,0.34,0.61,1.04,1.48,1.9,2.52,3.1,3.86
2013/9/9,0.33,0.59,1,1.44,1.84,2.48,3.06,3.84
2013/9/10,0.34,0.62,1.04,1.51,1.93,2.57,3.14,3.9
2013/9/11,0.34,0.61,1.03,1.48,1.9,2.54,3.11,3.87
2013/9/12,0.34,0.59,0.99,1.44,1.84,2.47,3.04,3.82
2013/9/13,0.34,0.59,1.01,1.46,1.86,2.49,3.06,3.83
2013/9/16,0.32,0.54,0.91,1.34,1.73,2.36,2.96,3.79
2013/9/17,0.33,0.55,0.93,1.38,1.79,2.43,3.02,3.84
2013/9/18,0.33,0.55,0.95,1.41,1.83,2.47,3.04,3.85
2013/9/19,0.31,0.49,0.82,1.24,1.65,2.28,2.89,3.76
2013/9/20,0.31,0.5,0.85,1.27,1.67,2.31,2.9,3.76
2013/9/23,0.31,0.48,0.81,1.22,1.62,2.26,2.85,3.72
2013/9/24,0.31,0.48,0.8,1.21,1.6,2.23,2.82,3.67
2013/9/25,0.31,0.48,0.8,1.19,1.58,2.2,2.79,3.66
2013/9/26,0.32,0.48,0.8,1.19,1.58,2.2,2.79,3.66
2013/9/27,0.32,0.47,0.78,1.16,1.54,2.17,2.77,3.67
2013/9/30,0.32,0.47,0.79,1.18,1.57,2.19,2.79,3.67
2013/10/1,0.31,0.46,0.77,1.17,1.56,2.19,2.79,3.68
2013/10/2,0.31,0.45,0.76,1.15,1.53,2.16,2.76,3.65
2013/10/3,0.31,0.45,0.75,1.14,1.52,2.15,2.76,3.66
2013/10/4,0.31,0.46,0.77,1.16,1.55,2.18,2.8,3.7
2013/10/7,0.32,0.46,0.76,1.15,1.54,2.16,2.77,3.65
2013/10/8,0.34,0.49,0.8,1.19,1.57,2.19,2.78,3.66
2013/10/9,0.35,0.49,0.79,1.18,1.57,2.19,2.79,3.69
2013/10/10,0.33,0.48,0.8,1.21,1.61,2.25,2.86,3.75
2013/10/11,0.33,0.48,0.77,1.16,1.55,2.18,2.79,3.67
2013/10/15,0.33,0.48,0.78,1.18,1.58,2.23,2.84,3.73
2013/10/16,0.32,0.48,0.79,1.2,1.61,2.27,2.88,3.77
2013/10/17,0.31,0.45,0.73,1.11,1.5,2.13,2.74,3.66
2013/10/18,0.3,0.45,0.73,1.11,1.49,2.12,2.72,3.63
2013/10/21,0.3,0.45,0.74,1.13,1.51,2.14,2.75,3.66
2013/10/22,0.29,0.43,0.7,1.07,1.45,2.07,2.67,3.59
2013/10/23,0.3,0.43,0.69,1.05,1.42,2.03,2.63,3.55
2013/10/24,0.3,0.44,0.71,1.07,1.44,2.05,2.65,3.56
2013/10/25,0.29,0.43,0.7,1.06,1.43,2.05,2.65,3.56
2013/10/28,0.29,0.43,0.7,1.06,1.43,2.05,2.65,3.56
2013/10/29,0.3,0.43,0.69,1.05,1.42,2.05,2.66,3.58
2013/10/30,0.3,0.43,0.68,1.04,1.41,2.03,2.64,3.58
2013/10/31,0.29,0.43,0.71,1.09,1.48,2.1,2.7,3.61
2013/11/1,0.29,0.43,0.71,1.1,1.5,2.14,2.75,3.64
2013/11/4,0.29,0.42,0.71,1.09,1.48,2.12,2.73,3.64
2013/11/5,0.29,0.43,0.72,1.12,1.53,2.18,2.8,3.71
2013/11/6,0.29,0.41,0.67,1.06,1.47,2.14,2.78,3.73
2013/11/7,0.28,0.4,0.66,1.05,1.45,2.11,2.75,3.7
2013/11/8,0.29,0.43,0.72,1.12,1.55,2.23,2.88,3.79
2013/11/12,0.29,0.43,0.72,1.13,1.56,2.24,2.88,3.8
2013/11/13,0.29,0.42,0.7,1.1,1.52,2.2,2.85,3.77
2013/11/14,0.28,0.4,0.67,1.06,1.47,2.15,2.8,3.73
2013/11/15,0.28,0.4,0.67,1.05,1.46,2.14,2.79,3.73
2013/11/18,0.27,0.39,0.65,1.03,1.43,2.1,2.74,3.67
2013/11/19,0.28,0.4,0.66,1.04,1.44,2.11,2.74,3.67
2013/11/20,0.27,0.38,0.63,1,1.41,2.09,2.73,3.66
2013/11/21,0.26,0.37,0.62,1.02,1.45,2.18,2.85,3.78
2013/11/22,0.27,0.38,0.65,1.04,1.46,2.17,2.82,3.75
2013/11/25,0.27,0.38,0.65,1.03,1.45,2.15,2.8,3.74
2013/11/26,0.27,0.38,0.65,1.03,1.45,2.14,2.78,3.71
2013/11/27,0.27,0.37,0.64,1.04,1.46,2.17,2.82,3.74
2013/11/29,0.27,0.38,0.66,1.05,1.48,2.19,2.85,3.76
2013/12/2,0.27,0.38,0.68,1.09,1.52,2.24,2.88,3.78
2013/12/3,0.27,0.38,0.67,1.07,1.5,2.21,2.86,3.78
2013/12/4,0.27,0.39,0.69,1.11,1.55,2.26,2.92,3.81
2013/12/5,0.27,0.39,0.7,1.13,1.57,2.28,2.93,3.82
2013/12/6,0.27,0.39,0.71,1.12,1.55,2.26,2.91,3.8
2013/12/9,0.27,0.4,0.71,1.13,1.56,2.26,2.9,3.78
2013/12/10,0.27,0.4,0.71,1.12,1.55,2.24,2.88,3.76
2013/12/11,0.28,0.4,0.71,1.13,1.56,2.25,2.89,3.77
2013/12/12,0.29,0.43,0.77,1.21,1.63,2.32,2.95,3.8
2013/12/13,0.29,0.43,0.77,1.2,1.63,2.31,2.93,3.79
2013/12/16,0.29,0.42,0.75,1.18,1.61,2.29,2.91,3.77
2013/12/17,0.29,0.41,0.73,1.16,1.59,2.28,2.92,3.81
2013/12/18,0.28,0.4,0.72,1.16,1.6,2.3,2.94,3.83
2013/12/19,0.31,0.44,0.78,1.24,1.69,2.37,2.99,3.83
2013/12/20,0.31,0.45,0.8,1.25,1.69,2.36,2.97,3.81
2013/12/23,0.32,0.47,0.84,1.29,1.72,2.39,2.98,3.79
2013/12/24,0.31,0.49,0.89,1.34,1.78,2.45,3.04,3.85
2013/12/26,0.32,0.5,0.89,1.36,1.8,2.47,3.06,3.89
2013/12/27,0.31,0.48,0.87,1.33,1.78,2.45,3.05,3.88
2013/12/30,0.31,0.48,0.86,1.32,1.76,2.43,3.03,3.85
2013/12/31,0.31,0.49,0.87,1.33,1.78,2.47,3.09,3.91
2014/1/2,0.31,0.49,0.87,1.34,1.78,2.46,3.07,3.9
2014/1/3,0.31,0.49,0.88,1.34,1.78,2.46,3.07,3.91
2014/1/6,0.31,0.5,0.88,1.33,1.75,2.43,3.03,3.87
2014/1/7,0.31,0.5,0.87,1.32,1.74,2.42,3.02,3.86
2014/1/8,0.31,0.53,0.92,1.38,1.8,2.46,3.06,3.89
2014/1/9,0.32,0.55,0.96,1.42,1.85,2.49,3.07,3.88
2014/1/10,0.3,0.5,0.89,1.33,1.74,2.38,2.97,3.8
2014/1/13,0.3,0.48,0.84,1.28,1.69,2.34,2.93,3.77
2014/1/14,0.3,0.49,0.85,1.29,1.7,2.35,2.94,3.77
2014/1/15,0.3,0.53,0.92,1.37,1.78,2.43,3.01,3.83
2014/1/16,0.3,0.51,0.9,1.33,1.73,2.37,2.95,3.76
2014/1/17,0.3,0.51,0.9,1.34,1.74,2.37,2.95,3.76
2014/1/21,0.3,0.52,0.91,1.34,1.74,2.37,2.93,3.72
2014/1/22,0.3,0.53,0.94,1.38,1.78,2.39,2.95,3.72
2014/1/23,0.29,0.52,0.91,1.34,1.74,2.36,2.93,3.71
2014/1/24,0.3,0.48,0.84,1.27,1.67,2.29,2.85,3.65
2014/1/27,0.3,0.49,0.86,1.29,1.68,2.29,2.85,3.63
2014/1/28,0.3,0.49,0.87,1.3,1.7,2.32,2.89,3.68
2014/1/29,0.3,0.48,0.84,1.26,1.65,2.27,2.85,3.65
2014/1/30,0.3,0.48,0.85,1.27,1.66,2.28,2.85,3.65
2014/1/31,0.29,0.46,0.82,1.23,1.62,2.23,2.79,3.6
2014/2/3,0.28,0.44,0.79,1.19,1.58,2.19,2.76,3.57
2014/2/4,0.28,0.44,0.78,1.19,1.58,2.19,2.76,3.58
2014/2/5,0.27,0.44,0.78,1.2,1.59,2.21,2.79,3.63
2014/2/6,0.28,0.46,0.82,1.24,1.63,2.25,2.83,3.67
2014/2/7,0.27,0.43,0.78,1.19,1.58,2.21,2.8,3.65
2014/2/10,0.27,0.43,0.77,1.18,1.57,2.2,2.8,3.65
2014/2/11,0.27,0.45,0.8,1.22,1.62,2.25,2.84,3.67
2014/2/12,0.27,0.46,0.84,1.27,1.67,2.3,2.89,3.71
2014/2/13,0.27,0.45,0.81,1.23,1.63,2.26,2.85,3.69
2014/2/14,0.27,0.45,0.82,1.24,1.64,2.27,2.85,3.69
2014/2/18,0.26,0.44,0.8,1.21,1.61,2.24,2.83,3.67
2014/2/19,0.26,0.43,0.78,1.19,1.58,2.21,2.8,3.66
2014/2/20,0.27,0.46,0.84,1.27,1.67,2.29,2.87,3.71
2014/2/21,0.27,0.46,0.83,1.26,1.66,2.28,2.85,3.68
2014/2/24,0.27,0.46,0.84,1.26,1.65,2.27,2.84,3.67
2014/2/25,0.27,0.45,0.81,1.23,1.62,2.23,2.8,3.63
2014/2/26,0.27,0.44,0.8,1.22,1.61,2.21,2.78,3.61
2014/2/27,0.27,0.45,0.8,1.2,1.58,2.19,2.76,3.58
2014/2/28,0.27,0.46,0.83,1.25,1.64,2.24,2.8,3.6
2014/3/3,0.27,0.45,0.8,1.2,1.58,2.18,2.74,3.56
2014/3/4,0.27,0.46,0.82,1.23,1.62,2.22,2.78,3.59
2014/3/5,0.27,0.46,0.83,1.24,1.63,2.23,2.79,3.6
2014/3/6,0.27,0.48,0.86,1.28,1.67,2.28,2.85,3.65
2014/3/7,0.28,0.51,0.91,1.33,1.73,2.34,2.9,3.7
2014/3/10,0.28,0.51,0.9,1.33,1.72,2.32,2.88,3.68
2014/3/11,0.28,0.51,0.91,1.33,1.72,2.33,2.89,3.69
2014/3/12,0.28,0.5,0.88,1.3,1.68,2.28,2.84,3.64
2014/3/13,0.28,0.51,0.89,1.31,1.68,2.27,2.82,3.62
2014/3/14,0.28,0.48,0.84,1.25,1.62,2.2,2.74,3.54
2014/3/17,0.28,0.49,0.86,1.27,1.64,2.23,2.78,3.57
2014/3/18,0.28,0.49,0.87,1.28,1.65,2.25,2.8,3.6
2014/3/19,0.28,0.49,0.87,1.28,1.66,2.25,2.8,3.61
2014/3/20,0.29,0.56,1.01,1.44,1.81,2.38,2.89,3.63
2014/3/21,0.29,0.57,1.02,1.45,1.82,2.38,2.89,3.61
2014/3/24,0.29,0.58,1.03,1.47,1.83,2.38,2.87,3.57
2014/3/25,0.28,0.57,1.01,1.44,1.8,2.36,2.85,3.57
2014/3/26,0.28,0.56,1,1.43,1.8,2.35,2.84,3.55
2014/3/27,0.28,0.57,1.02,1.44,1.8,2.34,2.82,3.51
2014/3/28,0.28,0.57,1.03,1.45,1.81,2.35,2.83,3.52
2014/3/31,0.28,0.56,1.01,1.45,1.82,2.37,2.86,3.55
2014/4/1,0.27,0.56,1.01,1.45,1.83,2.39,2.89,3.59
2014/4/2,0.27,0.57,1.04,1.49,1.87,2.43,2.93,3.63
2014/4/3,0.28,0.57,1.04,1.49,1.87,2.42,2.9,3.61
2014/4/4,0.27,0.55,1,1.44,1.81,2.36,2.85,3.57
2014/4/7,0.27,0.53,0.97,1.4,1.77,2.32,2.81,3.55
2014/4/8,0.27,0.53,0.98,1.41,1.78,2.33,2.82,3.55
2014/4/9,0.27,0.53,0.99,1.42,1.78,2.33,2.82,3.54
2014/4/10,0.26,0.49,0.91,1.34,1.7,2.26,2.77,3.51
2014/4/11,0.26,0.49,0.91,1.33,1.69,2.24,2.75,3.48
2014/4/14,0.26,0.51,0.93,1.35,1.72,2.27,2.77,3.48
2014/4/15,0.26,0.51,0.93,1.35,1.71,2.25,2.74,3.45
2014/4/16,0.26,0.52,0.96,1.39,1.75,2.29,2.77,3.48
2014/4/17,0.26,0.54,1,1.44,1.81,2.33,2.8,3.47
2014/4/21,0.26,0.54,1,1.44,1.8,2.33,2.81,3.48
2014/4/22,0.26,0.55,1.02,1.46,1.83,2.37,2.84,3.52
2014/4/23,0.26,0.54,1,1.43,1.8,2.33,2.8,3.47
2014/4/24,0.27,0.55,1.01,1.45,1.82,2.34,2.8,3.47
2014/4/25,0.26,0.54,0.98,1.42,1.78,2.31,2.76,3.42
2014/4/28,0.27,0.55,1.01,1.46,1.83,2.35,2.8,3.48
2014/4/29,0.27,0.55,1.01,1.45,1.82,2.35,2.81,3.49
2014/4/30,0.26,0.54,0.99,1.42,1.78,2.3,2.77,3.46
2014/5/1,0.26,0.53,0.98,1.4,1.75,2.27,2.74,3.42
2014/5/2,0.27,0.56,1,1.42,1.76,2.27,2.72,3.39
2014/5/5,0.26,0.56,1.01,1.43,1.77,2.28,2.73,3.4
2014/5/6,0.26,0.56,1.01,1.43,1.77,2.27,2.71,3.38
2014/5/7,0.26,0.55,0.99,1.41,1.75,2.25,2.71,3.39
2014/5/8,0.25,0.53,0.96,1.37,1.7,2.2,2.66,3.36
2014/5/9,0.26,0.53,0.97,1.37,1.71,2.22,2.69,3.41
2014/5/12,0.26,0.54,0.98,1.39,1.74,2.25,2.73,3.45
2014/5/13,0.26,0.52,0.95,1.37,1.71,2.23,2.7,3.42
2014/5/14,0.25,0.5,0.92,1.32,1.66,2.16,2.63,3.35
2014/5/15,0.25,0.5,0.9,1.29,1.61,2.11,2.58,3.29
2014/5/16,0.26,0.51,0.92,1.31,1.64,2.14,2.6,3.3
2014/5/19,0.26,0.49,0.89,1.28,1.61,2.12,2.6,3.31
2014/5/20,0.26,0.5,0.89,1.29,1.63,2.15,2.63,3.36
2014/5/21,0.26,0.5,0.9,1.29,1.64,2.15,2.64,3.38
2014/5/22,0.26,0.5,0.9,1.3,1.64,2.16,2.64,3.37
2014/5/23,0.26,0.5,0.89,1.28,1.62,2.13,2.61,3.35
2014/5/27,0.27,0.52,0.91,1.3,1.64,2.15,2.63,3.35
2014/5/28,0.26,0.49,0.86,1.24,1.57,2.07,2.54,3.26
2014/5/29,0.26,0.48,0.85,1.22,1.54,2.03,2.5,3.24
2014/5/30,0.27,0.51,0.9,1.28,1.61,2.11,2.58,3.3
2014/6/2,0.27,0.53,0.93,1.32,1.66,2.16,2.62,3.34
2014/6/3,0.27,0.53,0.95,1.35,1.7,2.21,2.68,3.39
2014/6/4,0.27,0.54,0.96,1.38,1.74,2.26,2.73,3.44
2014/6/5,0.26,0.53,0.95,1.36,1.71,2.24,2.71,3.43
2014/6/6,0.27,0.54,0.96,1.37,1.72,2.23,2.69,3.4
2014/6/9,0.27,0.57,1.01,1.42,1.77,2.28,2.74,3.44
2014/6/10,0.27,0.58,1.02,1.44,1.79,2.3,2.75,3.45
2014/6/11,0.28,0.57,1.01,1.42,1.76,2.27,2.73,3.42
2014/6/12,0.28,0.58,1.01,1.42,1.76,2.26,2.72,3.42
2014/6/13,0.29,0.6,1.04,1.45,1.79,2.27,2.71,3.38
2014/6/16,0.29,0.61,1.05,1.45,1.78,2.26,2.7,3.38
2014/6/17,0.3,0.63,1.08,1.49,1.83,2.31,2.74,3.4
2014/6/18,0.3,0.62,1.06,1.46,1.79,2.28,2.73,3.4
2014/6/19,0.29,0.61,1.04,1.44,1.76,2.23,2.68,3.37
2014/6/20,0.29,0.62,1.07,1.47,1.8,2.28,2.72,3.42
2014/6/23,0.29,0.62,1.06,1.46,1.78,2.25,2.69,3.38
2014/6/24,0.3,0.63,1.07,1.47,1.79,2.26,2.7,3.38
2014/6/25,0.29,0.6,1.03,1.42,1.73,2.21,2.65,3.34
2014/6/26,0.29,0.59,1.01,1.4,1.71,2.19,2.63,3.32
2014/6/27,0.29,0.58,1,1.39,1.7,2.17,2.62,3.32
2014/6/30,0.29,0.58,1,1.39,1.7,2.18,2.62,3.32
2014/7/1,0.29,0.59,1.01,1.41,1.73,2.21,2.66,3.36
2014/7/2,0.3,0.61,1.04,1.44,1.77,2.25,2.71,3.41
2014/7/3,0.3,0.65,1.1,1.5,1.83,2.31,2.75,3.45
2014/7/7,0.31,0.66,1.11,1.5,1.82,2.28,2.72,3.4
2014/7/8,0.3,0.65,1.08,1.47,1.78,2.24,2.67,3.36
